Agent_claude_LLM_Clarity_Rating,Agent_claude_LLM_Completeness_Rating,Agent_claude_LLM_Consistency_Rating,Agent_claude_PSNR,Agent_claude_RMSE,Agent_claude_SAM,Agent_claude_SRE,Agent_claude_SSIM,Agent_claude_UIQ,Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,repo_url,summary_token_count
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.7230,0.0146,89.9266,57.2006,0.6097,-0.0054,boxes,layered,entire+,static,yuwen123441_NVMeAutomation,y,sub-systems,general,bi,NA,n,y,n,high,n,n,,maintainability,yuwen123441/NVMeAutomation,rectangles,NA,https://github.com/yuwen123441/NVMeAutomation/,863
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2059,0.0174,84.3585,61.4325,0.6964,0.0055,boxes_and_arrows,layered,entire,static,little-hands_webdbpress-2019-10-ddd,n,"layers, sub-systems",general,uni,dependencies,n,y,n,high,n,n,,maintainability,little-hands/webdbpress-2019-10-ddd,rectangles,NA,https://github.com/little-hands/webdbpress-2019-10-ddd/,852
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9181,0.0160,88.4705,63.4433,0.7050,0.0006,icons_and_arrows,"client-server, publish-subscribe",entire+,dynamic,Sanperolo_The-Intelligent-Bike,y,"hardware_components, servers, technologies, clients",deployment,uni,data_flow,n,y,n,high,n,n,iot,compatibility,Sanperolo/The-Intelligent-Bike,icons,"heroku, raspberry, python, django, postgresql, angular, typescript, javascript, html, css",https://github.com/Sanperolo/The-Intelligent-Bike/,1110
Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,33.9913,0.0200,87.5312,56.8133,0.5289,-0.0078,boxes_and_arrows,NA,entire,static,turkcellcloud_jupyter-openshift,y,"containers, sub-systems, technologies, hardware_components, clients, DBs","deployment, security",bi,data_flow,n,y,n,high,n,y,,security,turkcellcloud/jupyter-openshift,rectangles,"kubernetes, nvidia",https://github.com/vOrcunus/jupyter-openshift/,1291
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.8897,0.0101,89.9305,58.6404,0.5554,0.0044,boxes_and_arrows,client-server,part,static,padok-team_dojo-terraform-aws-security,n,"clients, servers","security, deployment, connectivity",uni,communication,,y,n,high,n,y,,security,padok-team/dojo-terraform-aws-security,"rectangles, circles",NA,https://github.com/padok-team/dojo-terraform-aws-security/,958
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4781,0.0134,88.7591,59.8115,0.6036,0.0016,UML,NA,part,static,EOS-Nation_dfuse-docs,n,"packages, DBs, clients",general,uni,data_flow,text,y,n,medium,n,y,,"maintainability, performance_efficiency",EOS-Nation/dfuse-docs,rectangles,"aws, google, azure",https://github.com/EOS-Nation/dfuse-docs/,854
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,25.1672,0.0552,17.4489,34.3566,0.0412,0.0031,boxes_and_arrows,client-server,entire+,static,rackerlabs_scantron,y,"firewalls, DBs, servers, clients","performance, deployment",uni,"communication, data_flow",n,y,y,high,n,n,,"maintainability, performance_efficiency",rackerlabs/scantron,rectangles,"django, postgresql",https://github.com/rackerlabs/scantron/,1128
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1058,0.0111,89.1652,62.4827,0.6888,0.0024,boxes_and_arrows,MVC,entire,static,elloza_Android-Developer-Certification,y,"features, functions, DBs, layers",general,bi,dependencies,text,y,n,medium,n,y,,maintainability,elloza/Android-Developer-Certification,rectangles,NA,https://github.com/elloza/Android-Developer-Certification/,943
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4611,0.0150,89.5244,57.3818,0.5376,0.0008,boxes_and_arrows,client-server,entire,"static, dynamic",SecHack365-Fans_PyJailBreak,y,"servers, clients","deployment, control_flow",uni,data_flow,n,y,n,high,n,y,,"maintainability, security",SecHack365-Fans/PyJailBreak,rectangles,"github, javascript, flask, python",https://github.com/SecHack365-Fans/PyJailBreak/,1095
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1461,0.0110,89.8931,62.0276,0.6685,0.0014,icons_and_arrows,layered,entire,dynamic,madderle_Capstone-Realtime-Streaming-Analytics,y,"technologies, containers",deployment,no,data_flow,n,y,n,high,n,y,,maintainability,madderle/Capstone-Realtime-Streaming-Analytics,"circles, icons, rectangles","docker, aws, twitter, mysql, tableau, sklearn",https://github.com/madderle/Capstone-Realtime-Streaming-Analytics/,1230
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1888,0.0155,88.7382,56.8327,0.5434,-0.0044,UML,NA,part,dynamic,IBM_IBM-Spectrum-Scale-Security-Posture,y,"containers, technologies, clients","performance, security",uni,control_flow,n,y,n,low,n,n,,"performance_efficiency, security",IBM/IBM-Spectrum-Scale-Security-Posture,rectangles,"ssh, elasticsearch, kibana",https://github.com/IBM/IBM-Spectrum-Scale-Security-Posture/,844
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.6018,0.0117,89.7230,64.6002,0.5488,0.0023,icons_and_arrows,NA,part,dynamic,freenowtech_AndroidCI,y,"containers, technologies",deployment,uni,control_flow,n,y,n,high,n,n,,maintainability,freenowtech/AndroidCI,icons,"docker, jenkins, android",https://github.com/mytaxi/AndroidCI/,761
Partially Meets Expectations,Meets Expectations,Partially Meets Expectations,24.8900,0.0570,10.8083,39.0136,0.0054,-0.0003,boxes_and_arrows,MVVM,part,static,linhao1998_ChatGPTClient,y,"packages, layers, DBs",general,uni,"dependencies, data_flow",n,y,n,medium,n,n,,maintainability,linhao1998/ChatGPTClient,rectangles,"sqlite, openai",https://github.com/linhao1998/ChatGPTClient/,1024
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7704,0.0145,87.0776,57.3852,0.5382,-0.0027,boxes_and_arrows,layered,entire+,static,zeropaper_visual-fiha,n,"layers, clients",general,bi,data_flow,n,y,y,medium,n,y,,maintainability,zeropaper/visual-fiha,rectangles,vscode,https://github.com/zeropaper/visual-fiha/,1169
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5086,0.0421,54.7857,54.0381,0.4085,0.0003,boxes_and_arrows,publish-subscribe,entire+,dynamic,eProsima_FIWARE-SH,y,"clients, servers, sub-systems",connectivity,uni,control_flow,n,y,n,medium,n,y,,compatibility,eProsima/FIWARE-SH,rectangles,xtypes,https://github.com/eProsima/FIWARE-SH/,1024
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6094,0.0132,88.6155,58.2717,0.6179,0.0059,boxes_and_arrows,NA,part,static,jsarcher_zilgraph,n,"DBs, sub-systems","deployment, data_flow",uni,data_flow,snapshots,y,n,medium,n,y,,functional_suitability,jsarcher/zilgraph,rectangles,"mongodb, elasticsearch",https://github.com/jsarcher/zilgraph/,953
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.7494,0.0579,10.3387,36.4230,0.0842,-0.0000,boxes_and_arrows,event-driven,entire+,dynamic,jquku_Matrix-Chatbot,n,"DBs, packages, data",general,bi,data_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",jquku/Matrix-Chatbot,"rectangles, circles",NA,https://github.com/jquku/Matrix-Chatbot/,938
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.5856,0.0105,89.7703,61.5714,0.6658,-0.0003,boxes_and_arrows,NA,part,dynamic,OpiumProtocol_opium-protocol-v2,y,"sub-systems, packages",control_flow,uni,function_calls,n,y,n,medium,n,n,,"functional_suitability, maintainability",OpiumProtocol/opium-protocol-v2,rectangles,blockchain,https://github.com/OpiumProtocol/opium-protocol-v2/,1336
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5788,0.0148,87.9687,56.3744,0.4883,-0.0014,"boxes_and_arrows, icons_and_arrows",event-driven,entire+,dynamic,nightingaleproject_Reference-Client,n,"sub-systems, DBs, clients",security,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, security",nightingaleproject/Reference-Client,"rectangles, icons",nvidia,https://github.com/nightingaleproject/Reference-Client/,1157
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1693,0.0155,89.0675,57.8388,0.5582,0.0022,boxes_and_arrows,client-server,part,dynamic,dwt0317_Search_Adserver,y,sub-systems,control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,dwt0317/Search_Adserver,rectangles,NA,https://github.com/dwt0317/Search_Adserver/,1069
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.3139,0.0172,89.1573,59.8831,0.6642,0.0004,boxes,"clean, SOA",entire,static,qaware_cloud-native-weather-javaee,y,quality-attributes,general,NA,NA,miniview,n,n,medium,n,y,,maintainability,qaware/cloud-native-weather-javaee,"rectangles, circles",postgresql,https://github.com/qaware/cloud-native-weather-javaee/,1047
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0451,0.0177,88.2820,58.1687,0.5407,-0.0015,boxes_and_arrows,client-server,part,dynamic,hyper-prog_hasses,y,"clients, servers, data","deployment, data_flow",uni,data_flow,miniview,y,n,low,n,y,,"functional_suitability, maintainability",hyper-prog/hasses,rectangles,NA,https://github.com/hyper-prog/hasses/,1098
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7409,0.0183,86.8721,55.7811,0.5330,0.0008,boxes,NA,part,static,nrephi_jupyter-spark-hadoop-docker,y,"servers, DBs",deployment,no,communication,n,y,n,high,n,y,,performance_efficiency,nrephi/jupyter-spark-hadoop-docker,rectangles,"apache, jupyter",https://github.com/nrephi/jupyter-spark-hadoop-docker/,1086
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.9502,0.0090,89.9627,68.8415,0.8726,-0.0012,icons_and_arrows,client-server,part,dynamic,IBM_datastax-cassandra-clickstream,y,"technologies, layers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",IBM/datastax-cassandra-clickstream,icons,"nodejs, ibm, openshift",https://github.com/IBM/datastax-cassandra-clickstream/,1046
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,boxes_and_arrows,NA,part,static,afonsocastro_larcc_interface,y,"sub-systems, packages, functions, hardware_components",general,bi,communication,n,y,n,low,n,y,ros,maintainability,afonsocastro/larcc_interface,rectangles,ros,https://github.com/afonsocastro/larcc_interface/,1004
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9030,0.0569,13.6679,33.2496,0.0709,-0.0007,boxes_and_arrows,NA,part,dynamic,gcba-iris_iris,y,"sub-systems, communication_channels","deployment, connectivity",bi,data_flow,n,y,n,high,n,n,,compatibility,gcba-iris/iris,"rectangles, circles, hexagons, diamonds",NA,https://github.com/gcba-iris/iris/,887
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.3248,0.0483,88.7058,43.8851,0.1967,-0.0004,icons_and_arrows,NA,entire,dynamic,hyeonsangjeon_AWS-LLM-SageMaker,y,"technologies, containers",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability, compatibility",hyeonsangjeon/AWS-LLM-SageMaker,icons,"aws, streamlit",https://github.com/hyeonsangjeon/AWS-LLM-SageMaker/,1132
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.2808,0.0122,89.3680,56.8997,0.4851,-0.0062,boxes_and_arrows,NA,part,static,ankithans_codeX,y,functions,general,uni,"dependencies, composition",n,y,n,high,n,n,,"functional_suitability, maintainability, compatibility",ankithans/codeX,rectangles,NA,https://github.com/ankithans/codeX/,991
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9195,0.0160,88.7273,60.7710,0.6402,-0.0002,icons_and_arrows,publish-subscribe,entire,"static, dynamic",marklogic_cloud-enablement-aws,y,"containers, DBs, sub-systems, technologies","deployment, performance",bi,data_flow,n,y,y,medium,n,y,,"compatibility, performance_efficiency",marklogic/cloud-enablement-aws,"rectangles, icons",aws,https://github.com/marklogic/cloud-enablement-aws/,961
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7678,0.0129,89.5887,60.9468,0.5923,0.0014,boxes_and_arrows,NA,part,dynamic,fecgov_fec-eregs,y,"sub-systems, packages","deployment, data_flow",uni,data_flow,miniview,y,n,medium,n,y,,maintainability,fecgov/fec-eregs,rectangles,"python, openfec, xml, github",https://github.com/fecgov/fec-eregs/,1118
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4107,0.0135,87.6518,61.9639,0.6682,-0.0001,boxes_and_arrows,NA,part,dynamic,jes_autopatzer,n,"packages, hardware_components","deployment, connectivity",bi,communication,n,y,y,high,n,y,,"functional_suitability, maintainability",jes/autopatzer,rectangles,NA,https://github.com/jes/autopatzer/,1261
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.3935,0.0191,89.3572,60.7063,0.6887,0.0011,boxes_and_arrows,event-driven,part,dynamic,blockchain-signaling-system_bloss-core,y,"sub-systems, APIs",security,uni,data_flow,n,y,y,medium,n,y,blockchain,security,blockchain-signaling-system/bloss-core,rectangles,"vuejs, flask, socket.io",https://github.com/blockchain-signaling-system/bloss-core/,1117
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.3905,0.0120,89.3637,61.4164,0.7524,0.0005,"boxes_and_arrows, icons_and_arrows",layered,entire+,static,dich1_bookshelf-web,y,"technologies, containers, clients, DBs",deployment,uni,communication,n,y,n,high,n,y,,"maintainability, compatibility",dich1/bookshelf-web,"rectangles, icons","github, aws, mysql, docker, rails, circleci, nginx",https://github.com/dich1/bookshelf-web/,894
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0797,0.0140,88.5640,58.8369,0.5723,-0.0008,"boxes_and_arrows, icons_and_arrows",layered,entire+,dynamic,SpektraSystems_CloudLabs-Azure,y,"containers, clients, DBs, servers, technologies, functions","deployment, security",bi,communication,snapshots,y,y,medium,n,y,,"security, compatibility",SpektraSystems/CloudLabs-Azure,"rectangles, icons",azure,https://github.com/SpektraSystems/CloudLabs-Azure/,728
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5347,0.0118,89.9393,57.6684,0.6116,-0.0054,boxes_and_arrows,NA,part,dynamic,Bytom-Community_Bytom-Server,y,"DBs, network_components","performance, deployment",uni,"communication, composition",n,y,y,high,n,n,blockchain,performance_efficiency,Bytom-Community/Bytom-Server,rectangles,NA,https://github.com/Bytom-Community/Bytom-Server/,1454
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.9721,0.0399,52.6375,60.2472,0.5264,0.0017,boxes_and_arrows,"layered, MVC",entire,static,mbotarro_unijobs,n,"layers, classes, DBs, servers",general,uni,"dependencies, API_calls",n,y,n,medium,n,y,,maintainability,mbotarro/unijobs,rectangles,"postgresql, elasticsearch",https://github.com/mbotarro/unijobs/,1161
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.2740,0.0217,87.1640,54.7008,0.4964,-0.0013,boxes_and_arrows,NA,entire,static,Melacon_WirelessTransportEmulator,y,"containers, sub-systems","deployment, connectivity",uni,communication,n,y,y,medium,n,y,,"flexibility, maintainability",Melacon/WirelessTransportEmulator,"rectangles, circles","docker, linux, ovs",https://github.com/Melacon/WirelessTransportEmulator/,1457
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.3342,0.0153,89.5117,59.3615,0.5825,0.0047,boxes_and_arrows,"microservices, event-driven",entire+,dynamic,unnmdnwb3_dora,y,"services, steps, DBs, technologies","deployment, control_flow",uni,control_flow,URLs,y,y,medium,n,y,,"interaction_capability, functional_suitability",unnmdnwb3/dora,"rectangles, icons","gitlab, mongodb, kubernetes, prometheus",https://github.com/unnmdnwb3/dora/,896
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.5911,0.0525,29.1609,47.8755,0.1998,-0.0004,boxes_and_arrows,"client-server, publish-subscribe",entire,dynamic,eProsima_Integration-Service,y,sub-systems,control_flow,"uni, bi","communication, data_flow",parameters,y,n,medium,n,y,,"functional_suitability, maintainability",eProsima/Integration-Service,rectangles,xtypes,https://github.com/eProsima/Integration-Service/,1405
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,boxes_and_arrows,client-server,entire,static,marmarek_qubes-app-u2f,y,"sub-systems, clients, data",security,bi,communication,n,y,n,medium,n,y,,"security, maintainability",marmarek/qubes-app-u2f,rectangles,NA,https://github.com/marmarek/qubes-app-u2f/,1048
Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.0589,0.0140,88.2066,60.1414,0.6721,0.0026,"boxes, icons_and_arrows",rest,entire+,"static, dynamic",zmyzheng_TweetMap,y,"technologies, containers","deployment, data_flow",uni,"API_calls, data_flow",n,y,n,high,n,n,,"maintainability, functional_suitability",zmyzheng/TweetMap,icons,"angular, twitter, kubernetes, java, spring, apache, elasticsearch, kibana",https://github.com/zmyzheng/TweetMap/,991
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4394,0.0213,87.4372,56.4067,0.5595,-0.0011,boxes,NA,part,"static, dynamic",DevOps-Represent_devopsgirls-bootcamp-cn-2,y,"technologies, clients",deployment,NA,NA,n,n,n,high,n,y,,maintainability,DevOps-Represent/devopsgirls-bootcamp-cn-2,"rectangles, icons",aws,https://github.com/DevOps-Represent/devopsgirls-bootcamp-cn-2/,876
Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,NA,NA,NA,NA,NA,NA,UML,NA,entire,static,matryx_MatryxPlatform,n,"classes, functions",general,uni,"dependencies, inheritance, composition",n,y,n,low,n,n,,maintainability,matryx/MatryxPlatform,rectangles,NA,https://github.com/matryx/MatryxPlatform/,1209
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.6701,0.0261,77.0571,58.8498,0.6397,-0.0008,boxes_and_arrows,"client-server, microservices",entire,static,NeuralDev-io_arclytics_simcct,y,"services, devices, DBs, network_components, clients, technologies",deployment,uni,communication,n,y,n,medium,n,y,,"maintainability, flexibility",NeuralDev-io/arclytics_simcct,"rectangles, icons","google, kubernetes, kibana, elasticsearch, mongodb, fluentd, redis",https://github.com/NeuralDev-io/arclytics_simcct/,1411
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.6410,0.0208,89.8983,57.7811,0.6704,-0.0030,boxes,layered,entire,static,NicoJuicy_Airline-Microservices,y,layers,general,NA,NA,n,n,n,high,n,n,,maintainability,NicoJuicy/Airline-Microservices,rectangles,NA,https://github.com/NicoJuicy/Airline-Microservices/,1004
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.8028,0.0457,42.3926,44.2748,0.2106,-0.0022,"boxes, icons_and_arrows",SOA,entire,static,kpantos_Azure-How-To,y,"services, network_components","deployment, connectivity","uni, bi",communication,URLs,y,y,high,n,y,,maintainability,kpantos/Azure-How-To,"rectangles, icons","skype, microsoft, azure",https://github.com/kpantos/Azure-How-To/,875
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.0853,0.0557,22.2733,36.1865,0.0351,-0.0014,boxes_and_arrows,event-driven,entire+,static,libremfg_getting-started,y,"DBs, clients, technologies, bus",deployment,"bus, no",communication,n,y,n,medium,n,y,,"maintainability, security",libremfg/getting-started,"rectangles, cylinders, icons","dgraph, influxdb, grafana",https://github.com/libremfg/getting-started/,1344
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.9747,0.0100,89.7869,64.8210,0.7467,0.0007,icons_and_arrows,event-driven,entire,dynamic,coverage-robot_core,y,"technologies, APIs, functions",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",coverage-robot/core,"squares, icons","aws, github",https://github.com/coverage-robot/core/,1364
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,boxes_and_arrows,pipes-and-filters,entire,dynamic,usds_justice40-tool,y,"steps, technologies, clients",data_flow,uni,"API_calls, data_flow",n,y,n,medium,n,y,,"functional_suitability, interaction_capability",usds/justice40-tool,rectangles,aws,https://github.com/usds/justice40-tool/,1184
Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,40.7026,0.0092,89.5697,62.0016,0.7815,0.0008,boxes_and_arrows,client-server,entire,static,gustavung_Graphrec,n,"clients, servers, packages",general,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,gustavung/Graphrec,rectangles,flask,https://github.com/gustavung/Graphrec/,1022
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2590,0.0122,89.4211,59.4714,0.5641,-0.0027,boxes_and_arrows,"client-server, layered, pipes-and-filters, rest",entire,"static, dynamic",hamzatugrul_surl,y,"clients, layers, DBs","connectivity, data_flow","uni, bi","communication, data_flow",miniview,y,y,high,n,y,,"security, maintainability",hamzatugrul/surl,"rectangles, cylinders, circles, squares","java, spring",https://github.com/hamzatugrul/surl/,1174
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6279,0.0147,88.8126,63.3397,0.7893,-0.0059,boxes_and_arrows,client-server,entire+,dynamic,staples-sparx_Wonko,y,"clients, technologies, servers, classes",control_flow,"uni, bi",data_flow,n,y,n,medium,n,n,,maintainability,staples-sparx/Wonko,"rectangles, cylinders, circles, squares","prometheus, apache, slack",https://github.com/staples-sparx/Wonko/,983
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,33.8607,0.0203,89.6836,57.5772,0.6623,-0.0007,icons_and_arrows,event-driven,part,dynamic,Cpanchal1_Chatbot101-with-AWS-Lambda,y,"technologies, steps",control_flow,uni,control_flow,code_snippet,y,n,high,n,n,,functional_suitability,Cpanchal1/Chatbot101-with-AWS-Lambda,icons,"aws, microsoft",https://github.com/Cpanchal1/Chatbot101-with-AWS-Lambda/,634
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7130,0.0184,89.5023,57.8814,0.6024,0.0013,boxes_and_arrows,NA,entire,static,davidlandry93_glo4001,y,"devices, technologies",connectivity,bi,communication,snapshots,y,n,high,n,y,"IOT, ROS",maintainability,davidlandry93/glo4001,"rectangles, squares","jupyter, python, ros",https://github.com/davidlandry93/glo4001/,1151
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5387,0.0133,89.1843,60.4645,0.6193,0.0005,"boxes, icons_and_arrows",event-driven,entire+,dynamic,dowjones_hammer,y,"technologies, DBs, APIs, steps",control_flow,uni,"control_flow, API_calls",n,y,n,medium,n,y,,"functional_suitability, maintainability, security, performance_efficiency",dowjones/hammer,"rectangles, icons","aws, jira, slack",https://github.com/dowjones/hammer/,1011
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,41.7242,0.0082,89.9640,62.3013,0.6900,-0.0013,icons_and_arrows,client-server,entire,dynamic,IBM_ios-mapkit-indoor-map,y,"technologies, devices",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,functional_suitability,IBM/ios-mapkit-indoor-map,"circles, icons",mongodb,https://github.com/IBM/ios-mapkit-indoor-map/,970
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,33.2506,0.0218,88.2079,55.6484,0.5197,-0.0014,"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,onlybakam_reinvent2022-vote-app,y,technologies,control_flow,"uni, bi",function_calls,snapshots,y,n,medium,n,y,,functional_suitability,onlybakam/reinvent2022-vote-app,"rectangles, icons",aws,https://github.com/onlybakam/reinvent2022-vote-app/,956
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8847,0.0114,88.3935,58.6888,0.6450,0.0000,boxes_and_arrows,event-driven,entire,dynamic,thill_kafkacap,n,"devices, classes",data_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, reliability",thill/kafkacap,rectangles,apache,https://github.com/thill/kafkacap/,936
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7680,0.0115,89.8475,57.2538,0.4988,-0.0061,boxes_and_arrows,NA,entire,dynamic,fredrikhgrelland_data-mesh,n,technologies,connectivity,uni,"communication, data_flow",URLs,y,y,high,n,n,,maintainability,fredrikhgrelland/data-mesh,rectangles,"presto, aws, minio",https://github.com/fredrikhgrelland/data-mesh/,1162
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3758,0.0121,89.2740,63.1831,0.7539,0.0002,icons_and_arrows,NA,entire,dynamic,gregoryjohnsonjg6_angular-dotnet-core-docker,y,"containers, clients","deployment, control_flow","uni, bi",control_flow,text,y,n,high,y,n,,functional_suitability,gregoryjohnsonjg6/angular-dotnet-core-docker,icons,"docker, postgresql, nginx, dotnet, angular, pgadmin",https://github.com/gregoryjohnsonjg6/angular-dotnet-core-docker/,951
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1419,0.0139,88.4671,62.9835,0.7453,0.0008,UML,MVC,entire,static,batatero_arquiteturaPHP00,y,"packages, classes, functions",general,uni,"inheritance, dependencies",n,y,n,low,n,y,,maintainability,batatero/arquiteturaPHP00,rectangles,NA,https://github.com/batatero/arquiteturaPHP00/,1562
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3940,0.0120,88.4217,60.3513,0.6687,0.0020,boxes_and_arrows,"client-server, SOA",entire,"static, dynamic",Speccy-Rom_SpeccyTV,n,"servers, services, APIs, DBs, technologies",data_flow,uni,"API_calls, data_flow",n,y,n,high,n,y,,"maintainability, functional_suitability",Speccy-Rom/SpeccyTV,"rectangles, cylinders","postgresql, redis, es, apache, aws",https://github.com/Speccy-Rom/SpeccyTV/,938
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.2349,0.0109,89.4184,59.1930,0.6530,-0.0011,boxes_and_arrows,client-server,entire,dynamic,RunnersHi_RunnersHi_Server,y,"technologies, clients",data_flow,uni,data_flow,n,y,n,high,n,y,,maintainability,RunnersHi/RunnersHi_Server,"rectangles, icons","aws, socket.io, nodejs, mysql, express",https://github.com/RunnersHi/RunnersHi_Server/,1022
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,boxes_and_arrows,"client-server, P2P",entire,static,decentraland_catalyst,y,"clients, servers","deployment, connectivity","uni, bi",communication,n,y,n,medium,n,y,,"maintainability, flexibility",decentraland/catalyst,rectangles,"nginx, nats, livekit",https://github.com/decentraland/catalyst/,1484
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.3917,0.0191,85.5611,57.8060,0.6302,0.0052,boxes_and_arrows,microservices,entire+,static,DanNguyenN_CompassUTD,y,"clients, APIs, DBs, services, technologies",deployment,uni,dependencies,n,y,n,medium,n,y,,"maintainability, interaction_capability",DanNguyenN/CompassUTD,"rectangles, icons","vertexai, cloud_run",https://github.com/DanNguyenN/CompassUTD/,1252
